"","meanNNFDnatives","meanNNFDinvasives","n.natives","n.invasives","t.NNFD.p.value","t.NNFD.conf.int.Lo","t.NNFD.conf.int.Hi","meanMFDnat_nat","meanMFDinv_nat","t.MFD.p.value","t.MFD.conf.int.Lo","t.MFD.conf.int.Hi"
"Ripple_Island","0.0965280844674717","0.149598116039219","3","9","0.921925854958838","-1.58485155714873","1.47871149400524","-0.214840988764348","-0.175689404249645","0.937616609412057","-1.26752017155047","1.18921700252107"
"Rum_Island","0.0247706228470144","-0.0970554402704418","8","10","0.717669877339512","-0.580018899532078","0.82367102576699","-0.245243044872901","-0.419101691354609","0.690588410222663","-0.740125149329646","1.08784244229306"
"Saddlebag_Island","-0.0760253196358072","0.253536838235447","13","24","0.119754547779957","-0.749710413602867","0.0905860978603596","0.165262692250801","-0.147432949358562","0.292403098554586","-0.28732773285462","0.912719016073347"
"Secar_Rock","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Sentinel_Island","-0.115680427798858","0.0932459996462098","8","13","0.555803035142674","-0.938375491527155","0.52052263663702","-0.0677142512825628","-0.170271842327906","0.777139884774768","-0.650844721008679","0.855959903099364"
"Skull_Island","0.0118319325240253","0.147993322595187","9","25","0.634172180981975","-0.729440480846081","0.457117700703758","0.0370082349460551","-0.216302447977309","0.43888895828697","-0.428353809807009","0.934975175653737"
"Small_Island_near_Charles","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Swirl_Rock_Central","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Turn_Island","-0.0699348479337339","-0.098694944175211","16","20","0.888166367675981","-0.384814631399775","0.44233482388273","0.216547451303669","-0.0977287583694143","0.132344673664722","-0.100578227253843","0.72913064660001"
"Turnlet_Island","-0.386237929686391","0.186475724649292","2","11","0.0186286196662018","-1.02868788759206","-0.116739421079309","-0.725033613105711","0.12886937248562","0.456985693838231","-8.67946760324682","6.97166163206416"
"Unnamed__1_near_Long_Island","0","0.470737128615229","2","8","0.459608200014823","-3.32251494333765","2.38104068610719","0.717031024699165","0.435355104510086","0.459140766240512","-0.87502177296544","1.4383736133436"
"Unnamed__2_near_Long_Island","0.0205565163605164","0.530184213874431","2","8","0.0196671717578908","-0.913381675393432","-0.105873719634398","0.440846087136023","0.740641398237573","0.100682307885112","-0.674391345642493","0.0748007234393938"
"Unnamed__3_near_Long_Island","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Unnamed_72_Island","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Unnamed_west_of_Castle_Island","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Victim_Island","0.0328803944398286","-0.111085880769098","9","20","0.59278043190439","-0.410891079814238","0.69882363023209","-0.0219865614606177","-0.503125597982204","0.0270108582163183","0.0593880122478762","0.902890060795297"
"Willow_Island","0.0873541530113444","0.0989575305127548","8","10","0.969450854204066","-0.647954883729026","0.624748128726206","0.161577605239787","-0.431679322531935","0.0928253158564435","-0.117280063091827","1.30379391863527"
"Yellow_Island","0.0194453626217198","0.284496426320193","17","22","0.160366320270377","-0.64032817383995","0.110226046443004","0.00570601058119942","0.0510889367441996","0.855642505075612","-0.548565002244504","0.457799149918503"
